Var1,Colony,density_5km,density_15km,density_30km,type,season,Date___fert,Name,newChip,Sex,AGE,pupSex,pup,FA_mom,FA_pup,Weight_mom,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,temprature_IMS,,,date,BMI,preg_ratio,Reproductive_State_numeric,,min_morphology_numeric,min_morphology,morphology,group,real_year,winter_group,mom&preg
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538600,F,Adult,,0,91,NaN,115,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,0,0,18.6,,,1,1.48,0.8,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538755,F,Adult,,0,95,NaN,129,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,22.3,,,1,1.386138614,0.8,0,,0,man made,abandoned building,0,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538614,F,Adult,,0,92,NaN,118,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,22.3,,,1,1.382978723,0.8,0,,0,man made,abandoned building,0,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538764,F,Adult,,0,85,NaN,103.5,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,22.3,,,,1.409278351,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538725,F,Adult,,0,88.5,NaN,109.7,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,3,3,22.3,,,,1.595833333,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538617,F,Adult,,0,89,NaN,113,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,2,2,22.3,,,,1.424242424,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538768,F,Adult,,0,86,NaN,111,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,22.3,,,,1.717525773,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538746,F,Adult,,0,84,NaN,98,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,22.3,,,,1.494565217,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538767,F,Adult,,0,94,NaN,123,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,22.3,,,,1.707526882,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538765,F,Adult,,0,87,NaN,103,NaN,NaN,1,non pregnant,non reproductive,healed from abcess,NaN,NaN,0,0,22.3,,,,1.573913043,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538752,F,Adult,,0,90,NaN,113,NaN,NaN,1,non pregnant,non reproductive,leg wound,NaN,NaN,1,1,22.3,,,,1.49893617,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538738,F,Adult,,0,90,NaN,119,NaN,NaN,1,non pregnant,non reproductive,blood on vaginal test,NaN,NaN,0,0,22.3,,,,1.32967033,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538289,F,Adult,,0,92,NaN,120.1,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,22.3,,,,1.446236559,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538729,F,Adult,,0,84,NaN,92.5,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,22.3,,,,1.513978495,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538744,F,Adult,,0,89,NaN,109.6,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,1,1,24.9,,,,1.354736842,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319938,F,Adult,,0,91,NaN,125.2,NaN,NaN,1,non pregnant,reproductive non pregnant,,NaN,NaN,NaN,NaN,26.3,,,,1.535106383,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163384,F,Adult,,0,93,NaN,110.2,NaN,NaN,1,non pregnant,non reproductive,,28,NaN,NaN,NaN,26.3,,,,1.275824176,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163265,F,Adult,,0,96,NaN,135.1,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,NaN,NaN,26.3,,,,1.553333333,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320310,F,Adult,F,yes,93,34,131.8,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.3,,,,1.311458333,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320305,F,Adult,,0,95,NaN,128.2,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,NaN,NaN,26.3,,,,1.428421053,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163257,F,Adult,,0,93,NaN,121.7,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,NaN,NaN,26.3,,,,1.651041667,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163427,F,Adult,F,yes,94,64,121.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.3,,,,1.390425532,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,44320369,F,Adult,F,yes,95,55,122,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,1.414583333,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163198,F,old,M,yes,94,34,114.5,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,1.302040816,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163200,F,Adult,F,yes,90,46,136.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,1.538461538,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4320370,F,Adult,F,yes,101,45,138.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,1.475280899,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163199,F,Adult,F,yes,93,60,119.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,1.656382979,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163214,F,Adult,M,yes,98,56,127.2,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,1.492553191,0.777777778,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161319,F,Adult,,0,95,NaN,122.4,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,NaN,NaN,26.4,,,,1.226086957,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161321,F,old,,0,97,NaN,124,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,NaN,NaN,26.4,,,,1.293548387,0.777777778,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161239,F,adult,M,yes,88,40,140.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.8,,,,1.631632653,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161309,F,Adult,M,yes,98,68,138.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.380645161,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163087,F,adult,M,yes,89,66,123.2,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.633333333,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161416,F,adult,M,yes,95,72,133.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.593814433,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161383,F,Adult,F,yes,94,NaN,118.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,26.8,,,,1.435483871,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,00076ff893,F,Adult,M,yes,100,59,130.1,NaN,NaN,1,non pregnant,lactating,recapture Anita,NaN,NaN,0,0,26.8,,,,1.457,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,10001327,F,old,,0,96,NaN,124.4,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,2,2,26.8,,,,1.31627907,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,10002840,F,Adult,M,yes,92,71,142.5,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.496703297,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4062288,F,Adult,F,yes,93,64,129.9,NaN,NaN,1,non pregnant,lactating,"recapture, lee's milk exp",NaN,NaN,0,0,26.8,,,,1.488541667,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161293,F,Adult,M,yes,95,74,137.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.460606061,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161435,F,Adult,,0,94,NaN,134.8,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,26.8,,,,1.382978723,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163215,F,Adult,,0,97,NaN,139.8,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,26.8,,,,1.449473684,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161296,F,Adult,,0,93,NaN,122.6,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,26.8,,,,1.738297872,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161406,F,Adult,,0,97,NaN,143.1,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,26.8,,,,1.581052632,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163128,F,Adult,M,yes,92,43,122.9,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.598913043,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162887,F,Adult,,0,101,NaN,124.9,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,27,,,,1.860869565,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163156,F,Adult,,0,94,NaN,133.6,NaN,NaN,1,non pregnant,non pregnant non reproductive,,NaN,NaN,2,2,27,,,,1.438297872,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163152,F,Adult,F,yes,93,57,130.2,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.477659574,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162916,F,Adult,,0,93,NaN,114.2,NaN,NaN,1,non pregnant,non pregnant non reproductive,,NaN,NaN,0,0,27,,,,1.389247312,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163123,F,Adult,F,yes,91,53,121.6,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.443157895,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163313,F,Adult,F,yes,95,60,128.6,NaN,NaN,1,non pregnant,lactating,recapture  5/07/21,NaN,NaN,0,0,27,,,,1.471428571,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162994,F,Adult,F,yes,94,36,140.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,27,,,,1.429213483,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163034,F,Adult,,0,98,NaN,133.3,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,27,,,,1.359550562,0.708333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163038,F,Adult,M,yes,93,51,121.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.417391304,0.708333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162881,F,Adult,,0,99,NaN,116.5,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,27,,,,1.196590909,0.481481481,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162862,F,Adult,,0,93,NaN,123,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,27,,,,1.316304348,0.481481481,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163120,F,Adult,F,yes,96,75,128,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,27,,,,1.603225806,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163124,F,Adult,F,yes,100,38,133.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.365591398,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162879,F,Adult,,0,93,NaN,122,NaN,NaN,1,non pregnant,reproductive,no cells in vaginal,NaN,NaN,0,0,27,,,,1.624468085,0.481481481,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,00071e4fc9,F,Adult,F,yes,99,42,148.7,NaN,NaN,1,non pregnant,lactating,recapture,NaN,NaN,0,0,27,,,,1.620430108,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162912,F,Adult,M,yes,96,57,128,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.554444444,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163122,F,Adult,F,yes,95,73,121.8,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.664516129,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163026,F,Adult,M,yes,96,52,131.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,1.593684211,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163027,F,Adult,M,yes,94,41,130,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,27,,,,1.493617021,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162882,F,Adult,M,yes,94,73,126.6,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,27,,,,1.584946237,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163051,F,Adult,M,yes,97,70,125.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.272527473,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163052,F,Adult,F,yes,95,73,133,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.712087912,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163056,F,Adult,F,yes,95,76,123,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.431578947,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4161359,F,Adult,F,yes,92,73,124,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.42173913,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163046,F,Adult,M,yes,94,57,135,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.898924731,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163182,F,Adult,F,yes,97,76,134,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,26.8,,,,1.341935484,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163109,F,Adult,M,yes,96,69,133,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.392473118,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163127,F,Adult,F,yes,96,56,138,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.523157895,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4162908,F,Adult,M,yes,98,48,146,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.381318681,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163089,F,Adult,F,yes,92,71,131,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.349462366,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163017,F,Adult,F,yes,94,64,131.6,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.571428571,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4162973,F,Adult,M,yes,95,66,124,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.363333333,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163015,F,Adult,,0,96,NaN,120,NaN,NaN,1,non pregnant,non pregnant non reproductive,,NaN,NaN,0,0,26.8,,,,1.305617978,0.481481481,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163174,F,Adult,M,yes,95,61,131,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,26.8,,,,1.44375,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4161385,F,Adult,M,yes,92,63,119,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,26.8,,,,1.355913978,0.481481481,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4161365,F,Adult,,0,90,NaN,135,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,26.8,,,,1.383333333,0.481481481,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163057,F,Adult,M,yes,91,45,124,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.53125,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163058,F,Adult,F,yes,97,63,125,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.393617021,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163053,F,Adult,M,yes,96,71,134,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.903225806,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163175,F,Adult,M,yes,95,53,130,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.371578947,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,3439242,F,Adult,F,yes,94,80,142,NaN,NaN,1,non pregnant,lactating,"recapture, nesims mom",NaN,NaN,2,2,26.8,,,,1.514444444,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163176,F,Adult,M,yes,95,65,139,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.479787234,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163014,F,Adult,M,yes,97,74,131,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.404494382,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4163035,F,Adult,F,yes,94,62,142,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,26.8,,,,1.407865169,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4161366,F,Adult,F,yes,93,45,130,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.415730337,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,30-Aug-21,,4161354,F,Adult,M,yes,93,70,123,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,1.32755102,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162086,F,Adult,F,yes,94,38,125,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,25.5,,,,1.806666667,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162087,F,Adult,,0,94,NaN,125,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,25.5,,,,1.492307692,0.285714286,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162197,F,Adult,F,yes,96,44,125,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.653763441,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162172,F,Adult,M,yes,92,68,121,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.422222222,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162958,F,Adult,M,yes,94,67,120,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.43956044,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162945,F,Adult,,0,90,NaN,121,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,25.5,,,,1.637362637,0.285714286,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162950,F,Adult,F,yes,91,47,135,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.738709677,0.285714286,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4161973,F,Adult,M,yes,99,75,137,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,25.5,,,,1.444329897,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162097,F,Adult,M,yes,95,76,122,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.360824742,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4320389,F,Adult,M,yes,92,56,122,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.489247312,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162211,F,Adult,F,yes,97,53,130,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,25.5,,,,1.41,0.285714286,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,14-Sep-21,,4162195,F,Adult,M,yes,96,68,125,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,25.5,,,,1.154878049,0.285714286,0,,1,natural,limestone cave,0,0,0,1
